train	lucene-solr-user	0	2017	1	0	<1483308041812-4311899.post@n3.nabble.com>	Sun, 01 Jan, 22:00	Jeffery Yuan	How to suse solrJ to sned delete request to delete managed resource
train	lucene-solr-user	0	2017	1	1	<1483343514733.25390@impetus.co.in>	Mon, 02 Jan, 07:51	Manan Sheth	Re: Solr MapReduce Indexer Tool is failing for empty core name.
train	lucene-solr-user	0	2017	1	2	<CAN4YXve8NHiwa+8rPmnn___fNNAX5Jd+Kyz=WrXamDoaJUbnDg@mail.gmail.com>	Mon, 02 Jan, 18:13	Erick Erickson	Re: Solr MapReduce Indexer Tool is failing for empty core name.
train	lucene-solr-user	0	2017	1	0	<CY4PR04MB0361CC494DF8D4E712944057A56F0@CY4PR04MB0361.namprd04.prod.outlook.com>	Mon, 02 Jan, 08:17	Behera, Pranaya P	Enabling SSL in solr server. (Single mode or Cloud mode) Getting Errors &amp; How to add parameters to service script.
train	lucene-solr-user	0	2017	1	1	<CY4PR04MB03610DD16C246628B3040E34A5790@CY4PR04MB0361.namprd04.prod.outlook.com>	Thu, 12 Jan, 04:16	Behera, Pranaya P	RE: Enabling SSL in solr server. (Single mode or Cloud mode) Getting Errors &amp; How to add parameters to service script.
train	lucene-solr-user	0	2017	1	0	<CAKHkODQV-y59+7M86oGVf1Feqj6iEiogp8TrhL1MG5fUAjL+MA@mail.gmail.com>	Tue, 03 Jan, 02:07	Bob Cook	Lib Directives in SolrConfig when using SolrCloud
train	lucene-solr-user	0	2017	1	1	<b3274e57-c882-afd8-5ed3-2181c42f4609@elyograg.org>	Tue, 03 Jan, 05:13	Shawn Heisey	Re: Lib Directives in SolrConfig when using SolrCloud
train	lucene-solr-user	0	2017	1	2	<CAKHkODS3W5xrwN-V-wWkqBZ41hP43z8GGVakzgDdJzFYV8G17Q@mail.gmail.com>	Tue, 03 Jan, 15:29	Bob Cook	Re: Lib Directives in SolrConfig when using SolrCloud
train	lucene-solr-user	0	2017	1	3	<f78c5d7c-6f92-81f4-d0ec-222d4ffd5fe0@elyograg.org>	Tue, 03 Jan, 16:15	Shawn Heisey	Re: Lib Directives in SolrConfig when using SolrCloud
train	lucene-solr-user	0	2017	1	1	<CAC9-YrUqK3En8e64PFKqEvYN7Mong4HJQTYsR0LOMXjY+VmXkw@mail.gmail.com>	Tue, 03 Jan, 04:21	Damien Kamerman	Re: Facet Null Pointer Exception with upgraded indexes
train	lucene-solr-user	0	2017	1	0	<e329c2e6-4c34-2084-91c5-156117f9a264@gmx.net>	Tue, 03 Jan, 09:59	Hendrik Haddorp	create collection gets stuck on node restart
train	lucene-solr-user	0	2017	1	1	<4aa62a5f-21d3-9e7e-cf77-23dfd03adfcd@elyograg.org>	Tue, 03 Jan, 14:34	Shawn Heisey	Re: create collection gets stuck on node restart
train	lucene-solr-user	0	2017	1	2	<CAN4YXvdNUo1w4fBcHXvz=xMFS8XxXvqxzd+Fpi+Que09wvetYQ@mail.gmail.com>	Tue, 03 Jan, 21:32	Erick Erickson	Re: create collection gets stuck on node restart
train	lucene-solr-user	0	2017	1	2	<82f053eb-6d64-9c4c-8100-8c72e2b9115d@gmx.net>	Wed, 04 Jan, 13:23	Hendrik Haddorp	Re: create collection gets stuck on node restart
train	lucene-solr-user	0	2017	1	3	<26f802d0-81dd-1724-df8e-12dcca5b964b@elyograg.org>	Wed, 04 Jan, 14:48	Shawn Heisey	Re: create collection gets stuck on node restart
train	lucene-solr-user	0	2017	1	0	<1483439964837-4312004.post@n3.nabble.com>	Tue, 03 Jan, 10:39	Yago Riveiro	Boolean type supports docValues?
train	lucene-solr-user	0	2017	1	1	<CAN4YXvfSaQ3m0W8JHEsS4zS3xTxk_+3ftj_eAsqtwmQLDhgCuQ@mail.gmail.com>	Tue, 03 Jan, 21:36	Erick Erickson	Re: Boolean type supports docValues?
train	lucene-solr-user	0	2017	1	1	<75eceaea-d820-4c74-9855-cf84ed60a6f9@Spark>	Tue, 03 Jan, 21:40	Yago Riveiro	Re: Boolean type supports docValues?
train	lucene-solr-user	0	2017	1	0	<dd7e5d3c-fff7-6041-8ae4-0a52b675c5d2@gmx.net>	Tue, 03 Jan, 12:38	Hendrik Haddorp	deleting a collection leaves empty directories in an HDFS setup
